Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,cleaned_reviewText,sentiment_scores,compound_score,processed_reviewText,compound,pos,neg,neu
49,Ace of Sevens,2.0,"I used this for a few months in my phone, then it decided to quit mounting. I lost some pictures of pets who died shortly after. I got a replacement card, but I had to send in the old one, giving up any chance of recovering its contents. The new one's worked fine, but failing after 3 months in inexcusable.",2014-01-31,311,0,0,0,used months phone decided quit mounting lost pictures pets died shortly got replacement card send old one giving chance recovering contents new ones worked fine failing months inexcusable,"{'neg': 0.246, 'neu': 0.588, 'pos': 0.166, 'compound': -0.6124}",-0.6124,used months decided quit mounting lost pictures pets died shortly got send old giving chance recovering contents new ones worked fine failing months inexcusable,-0.6124,0.186,0.275,0.539
50,ac,5.0,"A memory card either works or it doesn't. This was always going to be a one star or five star review - no middle ground.The adapter is a nice bonus too, though I don't think I have anything to use it with.",2013-07-21,505,0,0,0,memory card either works doesnt always going one star five star review middle groundthe adapter nice bonus though dont think anything use,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.743}",0.743,either works doesnt always going star five star review no middle groundthe adapter nice bonus though dont think anything use,0.6249,0.247,0.086,0.667
51,AC,5.0,"I purchased this card to use in my ContourROAM2 and it works great.  All I had to do was put the card in the camera, format it, and I was good to go.  It allows me to easily record hours of 720p/60fps video without running out of space or slowing down.",2013-01-14,693,0,0,0,purchased card use contourroam works great put card camera format good go allows easily record hours pfps video without running space slowing,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.8555}",0.8555,purchased use contourroam works great put camera good go allows easily record hours pfps video without running space slowing,0.8555,0.37,0.0,0.63
52,A. Chock,5.0,Upgraded from 32GB to 64GB card for my Galaxy Note phone.  Looks like it works fine and has full capacity.  Good product.,2012-12-28,710,0,0,0,upgraded gb gb card galaxy note phone looks like works fine full capacity good product,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7351}",0.7351,upgraded note looks like works fine full capacity good product,0.7351,0.507,0.0,0.493
53,A. Cho,4.0,"everything about it was great, except for the adapter.  It was to tight i had to use a tool to take it back out of the adapter causing me to chip it. so my fault i guess, but i also bought a 16gb version and the adapter for that one was fine.",2013-10-07,427,0,0,0,everything great except adapter tight use tool take back adapter causing chip fault guess also bought gb version adapter one fine,"{'neg': 0.102, 'neu': 0.677, 'pos': 0.222, 'compound': 0.4939}",0.4939,everything great except adapter tight use tool take back adapter causing chip fault guess also bought version adapter fine,0.4939,0.24,0.11,0.65
54,a_compulsive_reader,5.0,"Liked the first one I purchased so much, I bought a second one. Very, very fast read and write speeds at a good price, plus SanDisk has the best software and device compatibility.  Forget thumb drives - this is your most flexible, durable option.  Use direct in your tablet or smart phone and/or buy a decent usb card reader you can load this in and, voila, instant super-speedy, upgradeable thumb drive.  Works great in my tablet and in my newer card reader - and still kicks the butt of every thumb drive I know of even when used with my old plastic USB 2.0 card reader held together with scotch tape, lol.  Have purchased several microSD cards since they first came out, from 2GB to 32GB, and all still work fine - I cannot say the same re the thumb drives I purchased during that same time period.One point - beware of counterfeits.  Samsung is the number one brand so, unfortunately, they get counterfeited a LOT.  So check reviews and only buy from a reliable seller.  I suggest buying direct from Amazon (or Memory Mogul) - I have purchased from both with no issues.",2013-11-23,380,0,0,0,liked first one purchased much bought second one fast read write speeds good price plus sandisk best software device compatibility forget thumb drives flexible durable option use direct tablet smart phone andor buy decent usb card reader load voila instant superspeedy upgradeable thumb drive works great tablet newer card reader still kicks butt every thumb drive know even used old plastic usb card reader held together scotch tape lol purchased several microsd cards since first came gb gb still work fine cannot say thumb drives purchased time periodone point beware counterfeits samsung number one brand unfortunately get counterfeited lot check reviews buy reliable seller suggest buying direct amazon memory mogul purchased issues,"{'neg': 0.033, 'neu': 0.766, 'pos': 0.201, 'compound': 0.9633}",0.9633,liked first purchased much bought second fast read write speeds good price plus best software device compatibility forget thumb drives flexible durable option use direct tablet smart andor buy decent usb reader load voila instant superspeedy upgradeable thumb drive works great tablet newer reader still kicks butt every thumb drive know even used old plastic usb reader held together scotch tape lol purchased several microsd since first came still work fine cannot say thumb drives purchased time periodone point beware counterfeits number brand unfortunately get counterfeited lot check reviews buy reliable seller suggest buying direct amazon mogul purchased no issues,0.9565,0.219,0.054,0.727
55,acondie13,5.0,Really you can't say anything bad about it. Does what it says. Super fast and great storage size for lots of movies and such.,2014-03-16,267,0,0,0,really cant say anything bad says super fast great storage size lots movies,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.8968}",0.8968,really cant say anything bad says super fast great storage size lots movies,0.8968,0.52,0.0,0.48
56,ACZ,4.0,"Used in my phone it's plenty fast and works just like it should. Unexpectedly comes with mini and full SD card size adapters, which is nice. &#34;Fool-proof&#34; packaging or whatever it was, that was laughable. Packaging was decent it just shouldn't have bragged about being impossible to mess up when I messed it up.",2013-05-11,576,0,0,0,used phone plenty fast works like unexpectedly comes mini full sd card size adapters nice foolproof packaging whatever laughable packaging decent shouldnt bragged impossible mess messed,"{'neg': 0.071, 'neu': 0.595, 'pos': 0.334, 'compound': 0.7789}",0.7789,used plenty fast works like unexpectedly comes mini full size adapters nice foolproof packaging whatever laughable packaging decent shouldnt bragged impossible mess messed,0.7789,0.366,0.078,0.555
57,adam,5.0,This is just the standard micro SD card i would recommend this to anyone. i purchased this for my dad who is using it to expand the memory on his tablet! it shipped fast and is a slight bit cheaper than in the stores i believe.,2014-08-01,129,0,0,0,standard micro sd card would recommend anyone purchased dad using expand memory tablet shipped fast slight bit cheaper stores believe,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.5859}",0.5859,standard micro would recommend anyone purchased dad using expand tablet shipped fast slight bit cheaper stores believe,0.5859,0.242,0.0,0.758
58,Adam J. Hanson,5.0,"I ordered this for my new Samsung Galaxy note II, and it works awesome! Installed it, and had no problems. I loaded all my music on it, and didn't even scratch the surface of the capacity of this card! I shouldn't ever have to worry about running outta room with this card. Highly recommended for any smartphone user!",2013-01-27,680,0,0,0,ordered new samsung galaxy note ii works awesome installed problems loaded music didnt even scratch surface capacity card shouldnt ever worry running outta room card highly recommended smartphone user,"{'neg': 0.074, 'neu': 0.689, 'pos': 0.237, 'compound': 0.7095}",0.7095,ordered new note ii works awesome installed no problems loaded music didnt even scratch surface capacity shouldnt ever worry running outta room highly recommended smartphone user,0.8707,0.33,0.0,0.67
59,"Adam J. Lomprey ""lompreya""",5.0,Great Deal and much faster file movement.Definitely worth the purchase and sandisk has proved why they have good products.,2013-08-27,468,0,0,0,great deal much faster file movementdefinitely worth purchase sandisk proved good products,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.836}",0.836,great deal much faster file movementdefinitely worth purchase proved good products,0.836,0.527,0.0,0.473
60,Adam M Barnes,5.0,"You'll pay $10 more for these anywhere else. I was initially leery of buying another SD card on amazon. 4 years ago I did so, and the card was a fake (said it had 32 gigs when plugged into the computer, but you could only load about 11 onto it, and it would say &#34;full.&#34; Apparently there's a way to fool your computer into thinking there's more space than there is, and this is what the fake/counterfeit cards will do).Not so with this one. It's the real deal, genuine SanDisk, and contains as many GB as it says it does. I'm a very pleased customer.",2014-12-02,6,0,0,0,youll pay anywhere else initially leery buying another sd card amazon years ago card fake said gigs plugged computer could load onto would say full apparently theres way fool computer thinking theres space fakecounterfeit cards donot one real deal genuine sandisk contains many gb says im pleased customer,"{'neg': 0.135, 'neu': 0.782, 'pos': 0.084, 'compound': -0.4215}",-0.4215,youll pay anywhere else initially leery buying another amazon years ago fake said gigs plugged could load onto would say full apparently theres way fool thinking theres space fakecounterfeit donot real deal genuine contains many says im pleased customer,-0.4215,0.1,0.161,0.739
